,0_x,0_b,0_y,record
503,True,False,0.29727255,1
504,True,False,0.29788475000000003,1
505,True,False,0.2985555,1
506,True,False,0.29977575,1
507,True,False,0.29934995,1
508,True,False,0.2977897,-1
509,True,False,0.2961429,-1
510,False,False,0.2955114,-1
511,False,False,0.2950224,-1
512,False,False,0.29650005,-1
513,False,False,0.299028,-1
514,False,False,0.299711,-1
515,False,False,0.29910745,-1
516,False,False,0.29910040000000004,-1
517,False,False,0.30172165,-1
518,False,False,0.30326679999999995,-1
519,False,False,0.3029664,-1
520,False,False,0.30212324999999995,-1
521,False,False,0.30166225,-1
522,False,False,0.29975820000000003,-1
523,False,False,0.29878805,-1
524,False,False,0.30025609999999997,-1
525,False,False,0.30099895,-1
526,False,False,0.3015875,-1
527,False,False,0.30121410000000004,-1
528,False,False,0.30070905000000003,-1
529,False,False,0.30103495,-1
530,False,False,0.30201809999999996,-1
531,False,False,0.30237970000000003,-1
532,False,False,0.30067085,-1
533,False,False,0.29871245,-1
534,False,False,0.2975469,-1
535,False,False,0.29673935,-1
536,False,False,0.29724175,-1
537,False,False,0.29745865,-1
538,False,False,0.29814655,-1
539,False,False,0.29509405,-1
540,False,False,0.2924712,-1
541,False,False,0.2917732,-1
542,False,False,0.29237315,-1
543,False,False,0.29048359999999995,-1
544,False,False,0.2889434,-1
545,False,False,0.2877445,-1
546,False,False,0.2848792,-1
547,False,False,0.28183600000000003,-1
548,False,False,0.28219415,-1
549,False,False,0.28386035,-1
550,False,False,0.28359615,-1
551,False,False,0.28577395,-1
552,False,False,0.2858053,-1
553,False,False,0.28641645,-1
554,False,False,0.2862913,-1
555,False,False,0.28749994999999995,-1
556,False,False,0.2847437,-1
557,False,False,0.27828505000000003,-1
558,False,False,0.27671705,-1
559,False,False,0.27568940000000003,-1
560,False,False,0.27504865,-1
561,False,False,0.27293740000000005,-1
562,False,False,0.27084805,-1
563,False,False,0.27178610000000003,-1
564,False,False,0.2760462,-1
565,False,False,0.27686495,-1
566,False,False,0.27529835,-1
567,False,False,0.27340455,-1
568,False,False,0.27304765,-1
569,False,False,0.27198545,-1
570,True,False,0.2686671,1
571,True,False,0.26691255,1
572,True,False,0.26763345,1
573,True,False,0.2681387,1
574,True,False,0.264638,1
575,True,False,0.26395135000000003,1
576,True,False,0.26267110000000005,1
577,True,False,0.26201785,1
578,True,False,0.26335014999999995,1
579,True,False,0.2695344,1
580,True,False,0.2715755,1
581,True,False,0.27327009999999996,1
582,True,False,0.2736225,1
583,True,False,0.27702059999999995,1
584,True,False,0.28083495,1
585,True,False,0.28069890000000003,1
586,True,False,0.28088230000000003,1
587,True,False,0.2814784,1
588,True,False,0.28335170000000004,1
589,True,False,0.2847723,1
590,True,False,0.28135505,1
591,True,False,0.27868895,1
592,True,False,0.27734505,1
593,True,False,0.2748756,1
594,True,False,0.273809,1
595,True,False,0.27647325,1
596,True,False,0.27682094999999995,1
597,True,False,0.27495325,1
598,True,False,0.27234665,-1
599,True,False,0.27004179999999994,-1
600,False,False,0.26683860000000004,-1
601,False,False,0.26535585,-1
602,False,False,0.27068385,-1
603,False,False,0.27199545,-1
604,False,False,0.27182540000000005,-1
605,False,False,0.27390020000000004,-1
606,False,False,0.27476505,-1
607,False,False,0.27248275,-1
608,False,False,0.27122225,-1
609,False,False,0.27438575,-1
610,False,False,0.2752732,-1
611,False,False,0.2739167,-1
612,False,False,0.27053385,-1
613,False,False,0.26698785,-1
614,False,False,0.26651975,-1
615,False,False,0.268905,-1
616,False,False,0.26653150000000003,-1
617,False,False,0.27001315000000004,-1
618,False,False,0.27139845,-1
619,False,False,0.27217985,-1
620,False,False,0.26929885,-1
621,False,False,0.26568475,-1
622,False,False,0.2614824,-1
623,False,False,0.25812505,-1
624,False,False,0.2593992,-1
625,False,False,0.2592374,-1
626,False,False,0.26145995,-1
627,False,False,0.2594419,-1
628,False,False,0.2538071,-1
629,False,False,0.2537672,-1
630,True,False,0.2529348,1
631,True,False,0.2530153,1
632,True,False,0.257454,1
633,True,False,0.25958974999999995,1
634,True,False,0.26113385,1
635,True,False,0.26309315,1
636,True,False,0.26551705000000003,1
637,True,False,0.2646711,1
638,True,False,0.2614308,1
639,True,False,0.26157470000000005,1
640,True,False,0.2613274,1
641,True,False,0.26198520000000003,1
642,True,False,0.263416,1
643,True,False,0.26232445,1
644,True,False,0.26250009999999996,1
645,True,False,0.265232,1
646,True,False,0.26748595,1
647,True,False,0.2682685,1
648,True,False,0.2667432,1
649,True,False,0.2664404,1
650,True,False,0.26628070000000004,1
651,True,False,0.2660123,1
652,True,False,0.26562845,1
653,True,False,0.263729,1
654,True,False,0.25980010000000003,1
655,True,False,0.2582085,1
656,True,False,0.25788015,1
657,True,False,0.25860170000000005,1
658,True,False,0.25648545,-1
659,True,False,0.2546306,-1
660,False,False,0.2518305,-1
661,False,False,0.25013050000000003,-1
662,False,False,0.25289655,-1
663,False,False,0.25650660000000003,-1
664,False,False,0.2581061,-1
665,False,False,0.25806275,-1
666,False,False,0.2587781,-1
667,False,False,0.2593182,-1
668,False,False,0.257346,-1
669,False,False,0.25504575,-1
670,False,False,0.2514899,-1
671,False,False,0.24934805,-1
672,False,False,0.24933685,-1
673,False,False,0.2483121,-1
674,False,False,0.24481535,-1
675,False,False,0.2409081,-1
676,False,False,0.24045265,-1
677,False,False,0.2363739,-1
678,False,False,0.2362366,-1
679,False,False,0.23355125,-1
680,False,False,0.23400455,-1
681,False,False,0.23936365,-1
682,False,False,0.24262115,-1
683,False,False,0.24120329999999998,-1
684,False,False,0.2395434,-1
685,False,False,0.24268025,-1
686,False,False,0.24346365,-1
687,False,False,0.24173795,-1
688,False,False,0.24346425,-1
689,False,False,0.2457854,-1
690,True,False,0.24936735,1
691,True,False,0.2520439,1
692,True,False,0.25410340000000003,1
693,True,False,0.25287865,1
694,True,False,0.24934815,1
695,True,False,0.24935925,1
696,True,False,0.2538791,1
697,True,False,0.2554203,1
698,True,False,0.2557998,1
699,True,False,0.25556485,1
700,True,False,0.25619255,1
701,True,False,0.25312525,1
702,True,False,0.252294,1
703,True,False,0.25489265,1
704,True,False,0.25739235000000005,1
705,True,False,0.25856255,1
706,True,False,0.2589981,1
707,True,False,0.2593118,1
708,True,False,0.25925015,1
709,True,False,0.26228830000000003,1
710,True,False,0.2667483,1
711,True,False,0.27031755,1
712,True,False,0.27133670000000004,1
713,True,False,0.26868475,1
714,True,False,0.26710120000000004,1
715,True,False,0.26420935,1
716,True,False,0.26667035,1
717,True,False,0.2664149,1
718,True,False,0.26447605,1
719,True,False,0.2626183,1
720,True,False,0.2581947,1
721,True,False,0.25522870000000003,1
722,True,False,0.25950695,1
723,True,False,0.26170910000000003,1
724,True,False,0.26372295,1
725,True,False,0.26753985,1
726,True,False,0.26820335,1
727,True,False,0.26918675000000003,1
728,True,False,0.27209445,1
729,True,False,0.27041409999999994,1
730,True,False,0.2679264,1
731,True,False,0.2666178,1
732,True,False,0.26818425,1
733,True,False,0.27128645,1
734,True,False,0.27020435,1
735,True,False,0.2685824,1
736,True,False,0.2677526,1
737,True,False,0.26733005,1
738,True,False,0.27077870000000004,1
739,True,False,0.27223794999999995,1
740,True,False,0.27429795,1
741,True,False,0.27642985,1
742,True,False,0.27697510000000003,1
743,True,False,0.27549675,1
744,True,False,0.2750752,1
745,True,False,0.27334455,1
746,True,False,0.2757529,1
747,True,False,0.275929,1
748,True,False,0.27599995,-1
749,True,False,0.2779423,-1
750,False,False,0.28176615,-1
751,False,False,0.28260040000000003,-1
752,False,False,0.28391095,-1
753,False,False,0.2825,-1
754,False,False,0.2809457,-1
755,False,False,0.28003330000000004,-1
756,False,False,0.27959065,-1
757,False,False,0.27956555,-1
758,False,False,0.276504,-1
759,False,False,0.2757097,-1
760,False,False,0.2767408,-1
761,False,False,0.27894145,-1
762,False,False,0.27960630000000003,-1
763,False,False,0.27826809999999996,-1
764,False,False,0.27759985,-1
765,False,False,0.27414890000000003,-1
766,False,False,0.2691234,-1
767,False,False,0.26827535,-1
768,False,False,0.26898675,-1
769,False,False,0.26709295,-1
770,False,False,0.26579295000000003,-1
771,False,False,0.26481595,-1
772,False,False,0.2663316,-1
773,False,False,0.26770120000000003,-1
774,False,False,0.26789805,-1
775,False,False,0.26512340000000006,-1
776,False,False,0.26312080000000004,-1
777,False,False,0.26318885000000003,-1
778,False,False,0.26342545,-1
779,False,False,0.26479335000000004,-1
780,False,False,0.26219800000000004,-1
781,False,False,0.25941565,-1
782,False,False,0.2570042,-1
783,False,False,0.25612655,-1
784,False,False,0.25684625,-1
785,False,False,0.25860365,-1
786,False,False,0.26116145,-1
787,False,False,0.26247095,-1
788,False,False,0.26326679999999997,-1
789,False,False,0.2644046,-1
790,False,False,0.26523515,-1
791,False,False,0.26268405,-1
792,False,False,0.26039925,-1
793,False,False,0.26024615,-1
794,False,False,0.25896725,-1
795,False,False,0.2608073,-1
796,False,False,0.26225879999999996,-1
797,False,False,0.25929915000000003,-1
798,False,False,0.25741060000000004,-1
799,False,False,0.25751460000000004,-1
800,False,False,0.2546471,-1
801,False,False,0.2554455,-1
802,False,False,0.25715485,-1
803,False,False,0.25895465,-1
804,False,False,0.25885270000000005,-1
805,False,False,0.26015095,-1
806,False,False,0.2582268,-1
807,False,False,0.2599695,-1
808,False,False,0.26157410000000003,-1
809,False,False,0.263081,-1
810,False,False,0.26668145,-1
811,False,False,0.26653705,-1
812,False,False,0.26527455,-1
813,False,False,0.26455565,-1
814,False,False,0.2657176,-1
815,False,False,0.2622912,-1
816,False,False,0.2592526,-1
817,False,False,0.261612,-1
818,False,False,0.26103035,-1
819,False,False,0.26067700000000005,-1
820,False,False,0.25956095,-1
821,False,False,0.25777515,-1
822,False,False,0.25736149999999997,-1
823,False,False,0.257871,-1
824,False,False,0.25727730000000004,-1
825,False,False,0.25990895,-1
826,False,False,0.26239535,-1
827,False,False,0.2615422,-1
828,False,False,0.26250825,-1
829,False,False,0.26501959999999997,-1
830,False,False,0.2633894,-1
831,False,False,0.26258045,-1
832,False,False,0.26106,-1
833,False,False,0.26058775,-1
834,False,False,0.26121425,-1
835,False,False,0.26127160000000005,-1
836,False,False,0.2623268,-1
837,False,False,0.26366925,-1
838,False,False,0.26211015000000004,-1
839,False,False,0.2646113,-1
840,True,False,0.2631965,1
841,True,False,0.25954535,1
842,True,False,0.2578994,1
843,True,False,0.2598484,1
844,True,False,0.26790735,1
845,True,False,0.27478005000000005,1
846,True,False,0.27476525,1
847,True,False,0.27284175,1
848,True,False,0.275075,1
849,True,False,0.27930245,1
850,True,False,0.27883600000000003,1
851,True,False,0.27922625,1
852,True,False,0.27862355,1
853,True,False,0.2779997,1
854,True,False,0.27852,1
855,True,False,0.27806875,1
856,True,False,0.2818562,1
857,True,False,0.28254005,1
858,True,False,0.28376725,1
859,True,False,0.28523655000000003,1
860,True,False,0.28296135,1
861,True,False,0.28296,1
862,True,False,0.28016965,1
863,True,False,0.28079765,1
864,True,False,0.28056605,1
865,True,False,0.2823812,1
866,True,False,0.27954209999999996,1
867,True,False,0.2756618,1
868,True,False,0.27767705,-1
869,True,False,0.27651149999999997,-1
870,False,False,0.27983800000000003,-1
871,False,False,0.27851255,-1
872,False,False,0.27944250000000004,-1
873,False,False,0.27993075,-1
874,False,False,0.2814647,-1
875,False,False,0.28287935,-1
876,False,False,0.28100575,-1
877,False,False,0.2806197,-1
878,False,False,0.28094005,-1
879,False,False,0.2808153,-1
880,False,False,0.27949395,-1
881,False,False,0.27929945,-1
882,False,False,0.2791444,-1
883,False,False,0.27672205000000005,-1
884,False,False,0.27688255,-1
885,False,False,0.27495485,-1
886,False,False,0.27223225,-1
887,False,False,0.27299775000000004,-1
888,False,False,0.27094415,-1
889,False,False,0.26922779999999996,-1
890,False,False,0.26921285,-1
891,False,False,0.27116999999999997,-1
892,False,False,0.27225225,-1
893,False,False,0.2722355,-1
894,False,False,0.27297735,-1
895,False,False,0.2705322,-1
896,False,False,0.26908990000000005,-1
897,False,False,0.2688731,-1
898,False,False,0.26887665,-1
899,False,False,0.26667645,-1
900,True,False,0.26498455,1
901,True,False,0.26751995,1
902,True,False,0.26967035,1
903,True,False,0.2722338,1
904,True,False,0.27256400000000003,1
905,True,False,0.27277959999999996,1
906,True,False,0.27142445,1
907,True,False,0.27285000000000004,1
908,True,False,0.27421615,1
909,True,False,0.27392550000000004,1
910,True,False,0.27287315,1
911,True,False,0.2729313,1
912,True,False,0.27414715,1
913,True,False,0.2727624,1
914,True,False,0.2749625,1
915,True,False,0.27671495,1
916,True,False,0.2779187,1
917,True,False,0.27742475,1
918,True,False,0.27668545,1
919,True,False,0.27776915,1
920,True,False,0.27723065,1
921,True,False,0.27619699999999997,1
922,True,False,0.27630960000000004,1
923,True,False,0.27677779999999996,1
924,True,False,0.27669540000000004,1
925,True,False,0.27461385,1
926,True,False,0.27273205,1
927,True,False,0.27362835,1
928,True,False,0.27403299999999997,-1
929,True,False,0.2725772,-1
930,False,False,0.2730758,-1
931,False,False,0.27519245000000003,-1
932,False,False,0.2755631,-1
933,False,False,0.27675975,-1
934,False,False,0.27699440000000003,-1
935,False,False,0.27710645,-1
936,False,False,0.27726795000000004,-1
937,False,False,0.2774315,-1
938,False,False,0.27816045,-1
939,False,False,0.2770268,-1
940,False,False,0.27518005,-1
941,False,False,0.27545945,-1
942,False,False,0.27488670000000004,-1
943,False,False,0.2739402,-1
944,False,False,0.27469025,-1
945,False,False,0.2762943,-1
946,False,False,0.27483444999999995,-1
947,False,False,0.2712395,-1
948,False,False,0.27036895,-1
949,False,False,0.2706268,-1
950,False,False,0.2711122,-1
951,False,False,0.27054959999999995,-1
952,False,False,0.27028635,-1
953,False,False,0.2692386,-1
954,False,False,0.26778965,-1
955,False,False,0.2652932,-1
956,False,False,0.26626545,-1
957,False,False,0.2648537,-1
958,False,False,0.265623,-1
959,False,False,0.26525290000000007,-1
960,0.263529,0.0,0.263529,0
961,0.2627932,0.0,0.2627932,0
962,0.2636085,0.0,0.2636085,0
963,0.26731495,0.0,0.26731495,0
964,0.27026855,0.0,0.27026855,0
965,0.27011035,0.0,0.27011035,0
966,0.27127695,0.0,0.27127695,0
967,0.2717713,0.0,0.2717713,0
968,0.2722825,0.0,0.2722825,0
969,0.27107965,0.0,0.27107965,0
970,0.2718317,0.0,0.2718317,0
971,0.27248579999999994,0.0,0.27248579999999994,0
972,0.2706491,0.0,0.2706491,0
973,0.27048679999999997,0.0,0.27048679999999997,0
974,0.27121925,0.0,0.27121925,0
975,0.2733394,0.0,0.2733394,0
976,0.27491495,0.0,0.27491495,0
977,0.27496040000000005,0.0,0.27496040000000005,0
978,0.27486350000000004,0.0,0.27486350000000004,0
979,0.2744767,0.0,0.2744767,0
980,0.2731305,0.0,0.2731305,0
981,0.2740035,0.0,0.2740035,0
982,0.27343949999999995,0.0,0.27343949999999995,0
983,0.27337595000000003,0.0,0.27337595000000003,0
984,0.27281880000000003,0.0,0.27281880000000003,0
985,0.27237955,0.0,0.27237955,0
986,0.2734724,0.0,0.2734724,0
987,0.27364695,0.0,0.27364695,0
988,0.27379745,0.0,0.27379745,1
989,0.2736961,0.0,0.2736961,1
990,,,0.27457485,1
991,,,0.27612745,1
992,,,0.27680390000000005,1
993,,,0.27777695,1
994,,,0.27704235,1
995,,,0.27643890000000004,1
996,,,0.2757155,1
997,,,0.27468390000000004,0
998,,,0.2746748,0
999,,,0.2737545,0
